text,clean,label,sentiment,vader_compound,vader_pos,vader_neg,vader_pred
"Having read another review, I thought this movie would actually be good. I do enjoy the ""B"" movies, but this couldn't even be classed as such. The photography is probably the only half-way decent thing in the movie. But the editing left much to be desired. It was very choppy and staccato. Whoever chose the music and sound did a terrible job. The music was awful, specially anything atmospheric or scene setting. If the acting had been better, they could have pulled the movie off. Unfortunately, I've seen better acting in porn flicks. If you want to see a ""B"" vampire movie, check out 'Blood Ties'. You'll be much more entertained.",having read another review i thought this movie would actually be good i do enjoy the b movies but this couldn t even be classed as such the photography is probably the only half way decent thing in the movie but the editing left much to be desired it was very choppy and staccato whoever chose the music and sound did a terrible job the music was awful specially anything atmospheric or scene setting if the acting had been better they could have pulled the movie off unfortunately i ve seen better acting in porn flicks if you want to see a b vampire movie check out blood ties you ll be much more entertained,0,negative,0.7642,0.155,0.088,positive
"This movie is a bad attempt to make original fans feel complete. The one thing people have forgotten is the fact that the reason the original won such acclaim, was strictly do to the fact that it was supposed to make you feel incomplete.<br /><br />This movie makes me want to go to the washroom. I am not a negative type of guy, but man the acting in this flick is.... no comment. The plot was a bad reflection of the life of Carlito Brigante and I am sorry to have had two hours of my time and my money wasted on this flick. I still love the original and will do my best not to let this movie ruin my opinion about it.",this movie is a bad attempt to make original fans feel complete the one thing people have forgotten is the fact that the reason the original won such acclaim was strictly do to the fact that it was supposed to make you feel incomplete this movie makes me want to go to the washroom i am not a negative type of guy but man the acting in this flick is no comment the plot was a bad reflection of the life of carlito brigante and i am sorry to have had two hours of my time and my money wasted on this flick i still love the original and will do my best not to let this movie ruin my opinion about it,0,negative,0.0384,0.157,0.149,negative
"Having watched this movie on the SciFi channel, I can only conclude that this film was made by a bunch of amateurs who have never seen a movie in their lives. The film is an endless sequence of bizarre occurrences, or ""delights"" as the friend reading over my shoulder is telling me. The plot isn't really worth commenting as, but basically a plane carrying football players crashes into Yeti territory. Before the movie is over, we are treated to yetis ripping hearts out, yetis waddling in an effort to run before jumping 50 meters, yetis ripping a man's legs off and beating him with them, a woman killing a rabbit at 30 meters with a javelin, a yeti surviving several bullets and being set on fire with no apparent harm, a yeti dangling off a cliff by holding to a man's shoe, yet then jumps off, and a whole collection of further, bizarre occurrences. Basically, if you aren't staying up on a Saturday for the expressed purpose of watching the worst of SciFi channel original movies, avoid this film like the plague. Or as my friend reading over my shoulder says: ""It's the best movie I have ever seen."" To which the friend on my right says: ""Only battle techno music could have made it better.""",having watched this movie on the scifi channel i can only conclude that this film was made by a bunch of amateurs who have never seen a movie in their lives the film is an endless sequence of bizarre occurrences or delights as the friend reading over my shoulder is telling me the plot isn t really worth commenting as but basically a plane carrying football players crashes into yeti territory before the movie is over we are treated to yetis ripping hearts out yetis waddling in an effort to run before jumping meters yetis ripping a man s legs off and beating him with them a woman killing a rabbit at meters with a javelin a yeti surviving several bullets and being set on fire with no apparent harm a yeti dangling off a cliff by holding to a man s shoe yet then jumps off and a whole collection of further bizarre occurrences basically if you aren t staying up on a saturday for the expressed purpose of watching the worst of scifi channel original movies avoid this film like the plague or as my friend reading over my shoulder says it s the best movie i have ever seen to which the friend on my right says only battle techno music could have made it better,0,negative,-0.9208,0.103,0.156,negative
"She may have an Oscar and a Golden Globe, but this film shows why she also is a perennial Razzie nominee. To do a film that is so bad must be an indication that she needs money. She could do ads on why you shouldn't talk on a cell phone while driving, especially at night on the way to a crowded mall.<br /><br />Susan Montford should stick to producing (Shoot 'Em Up ) as she is not very good as a writer/director.<br /><br />She is accosted by four thugs in the mall parking lot, and the first thing they do is tell her they have a gun. What does she do? She starts pushing and cursing them like she knows martial arts or something. She manages to get away, but gets lost in the forest after crashing. Why didn't she run to someones house? We get four thugs with guns chasing a lady with a toolbox. Of course, their guns are no match for her wrench. Ha! Of course, she also has a tire iron and a screwdriver. Those poor thugs.<br /><br />Now, she's home for Christmas - and she brought a gun!",she may have an oscar and a golden globe but this film shows why she also is a perennial razzie nominee to do a film that is so bad must be an indication that she needs money she could do ads on why you shouldn t talk on a cell phone while driving especially at night on the way to a crowded mall susan montford should stick to producing shoot em up as she is not very good as a writer director she is accosted by four thugs in the mall parking lot and the first thing they do is tell her they have a gun what does she do she starts pushing and cursing them like she knows martial arts or something she manages to get away but gets lost in the forest after crashing why didn t she run to someones house we get four thugs with guns chasing a lady with a toolbox of course their guns are no match for her wrench ha of course she also has a tire iron and a screwdriver those poor thugs now she s home for christmas and she brought a gun,0,negative,-0.9679,0.038,0.131,negative
"Just kidding! This was one of the worst movies I have ever seen! It was so bad though, that it was hilarious. My friend and I purposly rented it because it looked so bad. Cheesy old horror flicks are always good for some laughs. The plot stunk, some of the voices were dubbed, the quality was horrendous. But I sure had a blast watching it!",just kidding this was one of the worst movies i have ever seen it was so bad though that it was hilarious my friend and i purposly rented it because it looked so bad cheesy old horror flicks are always good for some laughs the plot stunk some of the voices were dubbed the quality was horrendous but i sure had a blast watching it,0,negative,-0.6505,0.159,0.202,negative
"Scary Movie 3 is such a stinkfest its hard to put it in words. It makes movies like Malibu's Most Wanted look like Oscar material, lets just say that.<br /><br />The original Scary Movie was great fun, one of the better 90s spoof movies, coming from a great team who previously rocked our world with Dont Be A Menace to South Central Whilst Drinking Your Juice in the Hood. But what the hell happened?! After the tragedy that was Scary Movie 2, i thought the cast and crew change would help matters, but its even worse.<br /><br />Within 20mins i'd smiled twice. Not one laugh, the jokes were recycled and originality was obviously no factor. The fact that at this point in writing, the majority of people on this site have voted it 10/10 has made me feel physically ill. When there's great flicks like School of Rock out, which actually have jokes that are *gasp* funny, anyone wasting their money on tripe like this needs their head examined.<br /><br />no stars/****",scary movie is such a stinkfest its hard to put it in words it makes movies like malibu s most wanted look like oscar material lets just say that the original scary movie was great fun one of the better s spoof movies coming from a great team who previously rocked our world with dont be a menace to south central whilst drinking your juice in the hood but what the hell happened after the tragedy that was scary movie i thought the cast and crew change would help matters but its even worse within mins i d smiled twice not one laugh the jokes were recycled and originality was obviously no factor the fact that at this point in writing the majority of people on this site have voted it has made me feel physically ill when there s great flicks like school of rock out which actually have jokes that are gasp funny anyone wasting their money on tripe like this needs their head examined no stars,0,negative,0.6975,0.21,0.162,positive
"If this movie was about a fictional character, the movie could stand on its own and be judged objectively. Unfortunately for the viewer, the movie is based on ""facts"" that are shaded very unfairly toward Ruben Carter. Many of the smaller facts were disregarded (Carter was NOT number one contender at the time of the murders, there is no proof at all that he saved a friend from a child molester in his youth), but some of the larger facts, like apparently being robbed of a decision to Joey Giardello because of ""racist"" judges, is inexcusable to those of us who have seen the fight on tape, and completely disrespectful to Giardello. Why Hollywood feels the need to make a hero out of someone who, at best, was in trouble and around trouble much more than any normal person should be (was arrested multiple times for beating women) is strange to me. Ruben Carter was never, by viewing his actions in the 60's and even now, when he refuses to speak to his son, a person that people can look up to. Everyone knows that Jewison can direct, and Washington can act, but why they chose this story as their vehicle is beyond me. Is Hollywood so much in need of a black hero that they need to bend the truth in all of their bio pics to make them believable? (Heres a suggestion How about Denzel playing a movie about himself? Now thats inspirational) Based on all of the inaccuracies in the movie, I would suggest passing on this one.",if this movie was about a fictional character the movie could stand on its own and be judged objectively unfortunately for the viewer the movie is based on facts that are shaded very unfairly toward ruben carter many of the smaller facts were disregarded carter was not number one contender at the time of the murders there is no proof at all that he saved a friend from a child molester in his youth but some of the larger facts like apparently being robbed of a decision to joey giardello because of racist judges is inexcusable to those of us who have seen the fight on tape and completely disrespectful to giardello why hollywood feels the need to make a hero out of someone who at best was in trouble and around trouble much more than any normal person should be was arrested multiple times for beating women is strange to me ruben carter was never by viewing his actions in the s and even now when he refuses to speak to his son a person that people can look up to everyone knows that jewison can direct and washington can act but why they chose this story as their vehicle is beyond me is hollywood so much in need of a black hero that they need to bend the truth in all of their bio pics to make them believable heres a suggestion how about denzel playing a movie about himself now thats inspirational based on all of the inaccuracies in the movie i would suggest passing on this one,0,negative,0.119,0.096,0.114,positive
"I very nearly walked out, but I'd paid my money, and my nearly-as-disgusted friend wanted to hold out. After the endearing, wide-eyed innocence of ""A New Hope"" and the thrilling sophistication of ""The Empire Strikes Back,"" I remember awaiting ""Return of the Jedi"" with almost aching anticipation. But from the opening scene of this insultingly commercial sewage, I was bitterly disappointed, and enraged at Lucas. He should have been ashamed of himself, but this abomination undeniably proves that he doesn't have subatomic particle of shame in his cold, greedy heart. Episode I would go on to reinforce this fact -- your honor, I call Jarjar Binks (but please issue barf bags to the members of the jury first).<br /><br />From the initial raising of the gate at Jabba's lair, this ""film"" was nothing more than a two-plus-hour commercial for as many licensable, profit-making action figures as Lucas could cram into it -- the pig-like guards, the hokey flesh-pigtailed flunky, that vile muppet-pet of Jabba's, the new and recycled cabaret figures, the monsters, etc., etc., ad vomitum. Then there were the detestably cute and marketable Ewoks. Pile on top of that all of the rebel alliance aliens. Fifteen seconds each on-screen (or less) and the kiddies just GOTTA have one for their collection. The blatant, exploitative financial baiting of children is nauseating.<br /><br />Lucas didn't even bother to come up with a new plot -- he just exhumed the Death Star from ""A New Hope"" and heaved in a boatload of cheap sentiment. What an appalling slap in the face to his fans. I can't shake the notion that Lucas took a perverse pleasure in inflicting this dreck on his fans: ""I've got these lemmings hooked so bad that I can crank out the worst piece of stinking, putrid garbage that I could dream up, and they'll flock to the theaters to scarf it up. Plus, all the kiddies will whine and torture their parents until they buy the brats a complete collection of action figures of every single incidental undeveloped, cartoonish caricature that I stuffed in, and I get a cut from every single one. It'll make me even more obscenely rich.""<br /><br />There may have been a paltry, partial handful of redeeming moments in this miserable rip-off. I seem to recall that Harrison Ford managed to just barely keep his nose above the surface of this cesspool. But whatever tiny few bright spots there may be are massively obliterated by the offensive commercialism that Lucas so avariciously embraced in this total, absolute sell-out to profit.",i very nearly walked out but i d paid my money and my nearly as disgusted friend wanted to hold out after the endearing wide eyed innocence of a new hope and the thrilling sophistication of the empire strikes back i remember awaiting return of the jedi with almost aching anticipation but from the opening scene of this insultingly commercial sewage i was bitterly disappointed and enraged at lucas he should have been ashamed of himself but this abomination undeniably proves that he doesn t have subatomic particle of shame in his cold greedy heart episode i would go on to reinforce this fact your honor i call jarjar binks but please issue barf bags to the members of the jury first from the initial raising of the gate at jabba s lair this film was nothing more than a two plus hour commercial for as many licensable profit making action figures as lucas could cram into it the pig like guards the hokey flesh pigtailed flunky that vile muppet pet of jabba s the new and recycled cabaret figures the monsters etc etc ad vomitum then there were the detestably cute and marketable ewoks pile on top of that all of the rebel alliance aliens fifteen seconds each on screen or less and the kiddies just gotta have one for their collection the blatant exploitative financial baiting of children is nauseating lucas didn t even bother to come up with a new plot he just exhumed the death star from a new hope and heaved in a boatload of cheap sentiment what an appalling slap in the face to his fans i can t shake the notion that lucas took a perverse pleasure in inflicting this dreck on his fans i ve got these lemmings hooked so bad that i can crank out the worst piece of stinking putrid garbage that i could dream up and they ll flock to the theaters to scarf it up plus all the kiddies will whine and torture their parents until they buy the brats a complete collection of action figures of every single incidental undeveloped cartoonish caricature that i stuffed in and i get a cut from every single one it ll make me even more obscenely rich there may have been a paltry partial handful of redeeming moments in this miserable rip off i seem to recall that harrison ford managed to just barely keep his nose above the surface of this cesspool but whatever tiny few bright spots there may be are massively obliterated by the offensive commercialism that lucas so avariciously embraced in this total absolute sell out to profit,0,negative,-0.9946,0.107,0.191,negative
"As a South African, it's an insult to think that someone was actually paid to produce this nonsense!<br /><br />Despite the fact that the director was one of the writers for the original Shaka Zulu mini, this ""addition"" to the series is appalling! The original series was based on historical facts about a man who was a great strategist, leader and warrior. A man who played a large role in shaping the history of local tribes in South Africa.<br /><br />The plot of this film, however, is nothing but hogwash, scraped from the bottom of the barrel by a writer that has failed to impress since the mid-nineties.<br /><br />While Omar Sharif and Henry Cele are good actors, what is David Hasselhoff doing here, rescuing drowning slaves with his red buoy and bleached smile?<br /><br />I kept expecting blond, busty women to appear out of nowhere and run across the screen in their tiny red bathing suits, for no apparent reason. Not that this would've been any more bizarre than the fantastical plot line that was probably dreamed up after 10 pints of beer at a fancy dress party, where someone's caveman costume inspired the writer to return to an African theme for his next ""blockbuster"".",as a south african it s an insult to think that someone was actually paid to produce this nonsense despite the fact that the director was one of the writers for the original shaka zulu mini this addition to the series is appalling the original series was based on historical facts about a man who was a great strategist leader and warrior a man who played a large role in shaping the history of local tribes in south africa the plot of this film however is nothing but hogwash scraped from the bottom of the barrel by a writer that has failed to impress since the mid nineties while omar sharif and henry cele are good actors what is david hasselhoff doing here rescuing drowning slaves with his red buoy and bleached smile i kept expecting blond busty women to appear out of nowhere and run across the screen in their tiny red bathing suits for no apparent reason not that this would ve been any more bizarre than the fantastical plot line that was probably dreamed up after pints of beer at a fancy dress party where someone s caveman costume inspired the writer to return to an african theme for his next blockbuster,0,negative,0.9208,0.122,0.064,positive
"Let me start by saying that I consider myself to be one of the more (most!)open-minded movie-viewers...Movies are my passion, and I am a big regular at my local cult-movie-rental-place...I also feel the need to add that they often ask ME for advice about movies whenever I get there, and i never seem to be able to leave the place without having had an elaborate discussion or exchange of ideas about what is going on in the cult-movie-area...I love to rent strange stuff, and that is exactly why this movie was recommended by one of the guys at the cult-movie-video-place.He told me he thought I had to see this, and since the cover said something about it being a movie with a Jodorowsky(one of my favorites!)atmosphere, I rented it.<br /><br />The vote I gave here is not really fair, because I did not think it was awful, I just did not know how to rate it otherwise. A question mark would have been more appropriate...<br /><br />This is the first and only film that literally made me sick to my stomach: I actually felt physically ill! Am I the only one whose stomach literally turned? Still I did not want to turn it off, or maybe I just couldn't because I was fascinated in a nasty way...<br /><br />I do not ever wanna see this movie again.<br /><br />Not awful,a 1 as I said.Just not my cup of tea(or wodka for that matter)...",let me start by saying that i consider myself to be one of the more most open minded movie viewers movies are my passion and i am a big regular at my local cult movie rental place i also feel the need to add that they often ask me for advice about movies whenever i get there and i never seem to be able to leave the place without having had an elaborate discussion or exchange of ideas about what is going on in the cult movie area i love to rent strange stuff and that is exactly why this movie was recommended by one of the guys at the cult movie video place he told me he thought i had to see this and since the cover said something about it being a movie with a jodorowsky one of my favorites atmosphere i rented it the vote i gave here is not really fair because i did not think it was awful i just did not know how to rate it otherwise a question mark would have been more appropriate this is the first and only film that literally made me sick to my stomach i actually felt physically ill am i the only one whose stomach literally turned still i did not want to turn it off or maybe i just couldn t because i was fascinated in a nasty way i do not ever wanna see this movie again not awful a as i said just not my cup of tea or wodka for that matter,0,negative,-0.8893,0.037,0.093,negative
"As an ex-teacher(!) I must confess to cringing through many scenes - 'though I continued to watch to the end. I wonder why?! (Boredom, perhaps?) :-)<br /><br />The initial opening scenes struck me as incredibly mish-mashed and unfocussed. The plot, too, although there were some good ideas - the plight of a relief teacher, for example - were not concentrated enough in any one direction for 3-D development.<br /><br />Not one of Mr Nolte's finer moments. As to young Mr Macchio, does he speak that way in *every* movie?<br /><br />Plot and acting complaints aside, the hair-styles alone were a nostalgic (if nauseating) trip.<br /><br />",as an ex teacher i must confess to cringing through many scenes though i continued to watch to the end i wonder why boredom perhaps the initial opening scenes struck me as incredibly mish mashed and unfocussed the plot too although there were some good ideas the plight of a relief teacher for example were not concentrated enough in any one direction for d development not one of mr nolte s finer moments as to young mr macchio does he speak that way in every movie plot and acting complaints aside the hair styles alone were a nostalgic if nauseating trip,0,negative,0.3451,0.056,0.073,positive
"This movie was like a bad indie with A-list talent. The plot was silly, all the way to the end. It reminded me very much of something churned out for the home video market in the 1980's. I would have given it a one, but there were brief moments when you could see the actors really really straining to make this worthwhile. I think the worst thing was the underwater scene's held off of the dock. The underwater lighting seemed to come from no were, and whenever someone we were supposed to care about was close to running out of air, this air tank would kind of appear. I would avoid this, unless there is nothing else on the shelf. Good Day.",this movie was like a bad indie with a list talent the plot was silly all the way to the end it reminded me very much of something churned out for the home video market in the s i would have given it a one but there were brief moments when you could see the actors really really straining to make this worthwhile i think the worst thing was the underwater scene s held off of the dock the underwater lighting seemed to come from no were and whenever someone we were supposed to care about was close to running out of air this air tank would kind of appear i would avoid this unless there is nothing else on the shelf good day,0,negative,-0.4276,0.118,0.124,negative
"By all accounts, this could have been an interesting film. Featuring a score by the mighty Cradle Of Filth, starring their frontman Dani and being hyped up as ""the future of British horror"", I expected Alex Chandon's gore fest to live up to the hype.<br /><br />I was wrong.<br /><br />Everything about this film is either cliche or inept. The short story anthology setup was done to death (and much better) in the seventies and eighties. Admittedly, the idea of 'the sick room' did send a chill down my spine, but as with most of the film was let down by bad script writing and acting.<br /><br />Chandon cannot write dialogue. Every sentence with the main police investigator is brim full with swearing and insolence (the typical 'cop on the edge' formula. funny, i'm sure i've seen that somewhere else before...) No Chandon, you are not Tarantino. Or Scorsese. It sounds BAD. Add ludicrously OTT acting with very dodgy casting (don't get me wrong, Dani Filth is a great singer and musician, but actor he ain't) and the performances are beyond laughable to the vein burstingly cringing. Give me Bruce Campbell any day.<br /><br />The visual effects are on the whole poor, with some atrocious CGI, awful gore effects (for goodness sakes, Peter Jackson did better and that was over ten years ago with less budget) and editing filters that shriek OVER-USE! As for the often mistimed use of Cradle Of Filth's score... man, they should sue.<br /><br />The fundamental problem with Cradle Of Fear is that it takes itself seriously, trying to build atmosphere and incite terror and repulsion within its audience. too many good horror films made in the seventies and eighties do this so much better with far superior gore effects (eg: maniac, zombie flesh eaters, the beyond, suspiria etc), rendering Cradle of Fear, in my mind, second-rate and obsolete.<br /><br />I hope Chandon can learn from this hideous ghoul of a film and go on to make some quality horror that actually scares.<br /><br />Better luck next time.",by all accounts this could have been an interesting film featuring a score by the mighty cradle of filth starring their frontman dani and being hyped up as the future of british horror i expected alex chandon s gore fest to live up to the hype i was wrong everything about this film is either cliche or inept the short story anthology setup was done to death and much better in the seventies and eighties admittedly the idea of the sick room did send a chill down my spine but as with most of the film was let down by bad script writing and acting chandon cannot write dialogue every sentence with the main police investigator is brim full with swearing and insolence the typical cop on the edge formula funny i m sure i ve seen that somewhere else before no chandon you are not tarantino or scorsese it sounds bad add ludicrously ott acting with very dodgy casting don t get me wrong dani filth is a great singer and musician but actor he ain t and the performances are beyond laughable to the vein burstingly cringing give me bruce campbell any day the visual effects are on the whole poor with some atrocious cgi awful gore effects for goodness sakes peter jackson did better and that was over ten years ago with less budget and editing filters that shriek over use as for the often mistimed use of cradle of filth s score man they should sue the fundamental problem with cradle of fear is that it takes itself seriously trying to build atmosphere and incite terror and repulsion within its audience too many good horror films made in the seventies and eighties do this so much better with far superior gore effects eg maniac zombie flesh eaters the beyond suspiria etc rendering cradle of fear in my mind second rate and obsolete i hope chandon can learn from this hideous ghoul of a film and go on to make some quality horror that actually scares better luck next time,0,negative,-0.9615,0.116,0.157,negative
"From the nepotism capitol of the world comes another junk flick in a fancy wrapper. ""CQ"" tells a lame, disjointed mess of a story which is little more than a bunch of silly caricatures, a babe, and straight man Davies running around trying to make a stupid sci-fi flick. I can't think of any reason anyone would want to spend time with this ridiculous attempt at film making. (D)",from the nepotism capitol of the world comes another junk flick in a fancy wrapper cq tells a lame disjointed mess of a story which is little more than a bunch of silly caricatures a babe and straight man davies running around trying to make a stupid sci fi flick i can t think of any reason anyone would want to spend time with this ridiculous attempt at film making d,0,negative,-0.8904,0.06,0.192,negative
"First this movie was not that bad.It was entertaining...at least to me for probably all the wrong reasons. I have never seen the original so can't compare the two.<br /><br />This movie reminded me of that weird Christopher Reeve movie Village of the Damned. THe two movies have different plots, but that creepy disgusted feeling and unwanted comedy exist in both.<br /><br />The wicker man is suppose to be a mystery/thriller/men please don't anger the women movie. I don't know the whole pagan thing and sacrifice was a little off.<br /><br />Nicholas Cage, his glorious bad self goes to a secluded Island called Summerisle when he receives a letter in calligraphy from his long lost fiancée who claims her daughter has been taken and hidden by fellow islanders. <br /><br />Cage is a police officer and being the weary policeman he is he goes to the semi uncharted island leaving no word of his whereabouts to anyone who is located in the real world. Stupid.<br /><br />Things get weirder when the large Amish-esquire women who populate the island snarl at him and lie about the whereabouts of the missing girl. His fiancée is no help who seems to be elusive and weary the whole time. Cage stays on the Island when he learns that the missing girl is his daughter and he is the lucky man tricked to come to this island as a sacrificial victim during the islands sick harvest festival.<br /><br />In this movie males do not fare so well. A sick twisted display of feminism? <br /><br />I found the movie laughable at times particularly when cage punches some women and runs around in a bear suit. I think there were too many potholes in this movie. I find the whole concept of angry women secluding themselves on an island without any care for males quite entertaining, but the way it was portrayed in this movie was just weird. While most women have had some jerk hurt and anger them this is clearly a form of sexism. I would have turned the movie off in disgust if the roles were reversed. This movie is something to watch maybe just once or twice. It is NOT a thriller it should be categorized as just strange.",first this movie was not that bad it was entertaining at least to me for probably all the wrong reasons i have never seen the original so can t compare the two this movie reminded me of that weird christopher reeve movie village of the damned the two movies have different plots but that creepy disgusted feeling and unwanted comedy exist in both the wicker man is suppose to be a mystery thriller men please don t anger the women movie i don t know the whole pagan thing and sacrifice was a little off nicholas cage his glorious bad self goes to a secluded island called summerisle when he receives a letter in calligraphy from his long lost fianc e who claims her daughter has been taken and hidden by fellow islanders cage is a police officer and being the weary policeman he is he goes to the semi uncharted island leaving no word of his whereabouts to anyone who is located in the real world stupid things get weirder when the large amish esquire women who populate the island snarl at him and lie about the whereabouts of the missing girl his fianc e is no help who seems to be elusive and weary the whole time cage stays on the island when he learns that the missing girl is his daughter and he is the lucky man tricked to come to this island as a sacrificial victim during the islands sick harvest festival in this movie males do not fare so well a sick twisted display of feminism i found the movie laughable at times particularly when cage punches some women and runs around in a bear suit i think there were too many potholes in this movie i find the whole concept of angry women secluding themselves on an island without any care for males quite entertaining but the way it was portrayed in this movie was just weird while most women have had some jerk hurt and anger them this is clearly a form of sexism i would have turned the movie off in disgust if the roles were reversed this movie is something to watch maybe just once or twice it is not a thriller it should be categorized as just strange,0,negative,-0.986,0.094,0.179,negative
